timestamp,rssi,noise_floor,agc_gain,fft_gain,subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51
0,-41,-95,14,30,106.23088073730469,104.29285430908203,104.04806518554688,102.35721588134766,98.23441314697266,95.8018798828125,95.12622833251953,89.8220443725586,87.66413116455078,86.4927749633789,85.0,81.61495208740234,81.22191619873047,79.15807342529297,78.05767059326172,78.00640869140625,77.10382843017578,76.2364730834961,78.51751708984375,78.77182006835938,80.8949966430664,85.5102310180664,82.37718200683594,87.86353302001953,90.93404388427734,91.92388153076172,92.43917083740234,93.13430786132812,93.00537872314453,90.00555419921875,86.14522552490234,84.48076629638672,81.74349975585938,76.68767547607422,72.7804946899414,67.44627380371094,62.64183807373047,57.87054443359375,52.201534271240234,47.434165954589844,41.761226654052734,36.400550842285156,34.36568069458008,32.06243896484375,30.066593170166016,31.14482307434082,33.37664031982422,35.902645111083984,37.36308288574219,41.0,42.7551155090332,46.173583984375
0,-39,-95,13,31,98.59513092041016,94.4933853149414,97.94896697998047,92.02173614501953,89.1964111328125,85.58621215820312,86.37129211425781,81.39410400390625,82.2192153930664,78.4091796875,76.69419860839844,73.81734466552734,73.00685119628906,71.56116485595703,72.40165710449219,71.58910369873047,69.35416412353516,67.62396240234375,69.85699462890625,72.61542510986328,70.7742919921875,76.5506362915039,75.3923110961914,80.65357971191406,81.3449478149414,82.07923126220703,85.8836441040039,82.76472473144531,84.2199478149414,83.21658325195312,79.4040298461914,78.4091796875,73.87828063964844,70.00714111328125,65.0691909790039,63.03173828125,58.2580451965332,51.855567932128906,48.82622146606445,42.01190185546875,37.013511657714844,33.941123962402344,30.4138126373291,31.11269760131836,27.20294189453125,25.942243576049805,29.529645919799805,33.61547088623047,32.69556427001953,35.46829605102539,34.885528564453125,39.96248245239258
0,-41,-95,14,31,111.41364288330078,109.65856170654297,108.70602416992188,104.8093490600586,103.353759765625,98.88377380371094,98.1121826171875,95.29428100585938,92.59049987792969,89.0,87.32124328613281,86.16263580322266,86.97700500488281,82.2192153930664,81.60882568359375,81.32035064697266,80.80841827392578,79.42921447753906,83.02409362792969,83.18653869628906,85.0,86.70063781738281,87.46427917480469,91.26883697509766,93.53608703613281,97.01546478271484,97.08243560791016,96.5660400390625,96.16651916503906,93.92018127441406,90.07774353027344,88.10221099853516,86.35391998291016,79.4040298461914,77.69813537597656,71.56116485595703,66.0302963256836,60.80295944213867,54.671749114990234,49.20365905761719,44.204071044921875,39.11521530151367,36.2353401184082,35.46829605102539,33.52610778808594,33.734256744384766,36.34556198120117,38.327537536621094,39.20458984375,42.19004440307617,45.54119110107422,48.27007293701172
0,-41,-95,14,31,110.3177261352539,109.62207794189453,106.10372161865234,106.07544708251953,100.4987564086914,98.35140991210938,98.35140991210938,92.8493423461914,91.54779815673828,89.02246856689453,88.40814208984375,86.21485137939453,83.23461151123047,81.54139709472656,81.98780059814453,81.00617218017578,80.52949523925781,77.87811279296875,82.2800064086914,84.15461730957031,84.15461730957031,86.97700500488281,87.59566497802734,91.39474487304688,94.57801055908203,96.2081069946289,94.93682098388672,96.60745239257812,96.17691802978516,92.28217315673828,89.8888168334961,89.62700653076172,85.0,79.5110092163086,75.00666809082031,70.76722717285156,65.76473236083984,60.10823440551758,54.5618896484375,49.51767349243164,41.72529220581055,38.94868469238281,36.400550842285156,34.66987228393555,32.649654388427734,32.69556427001953,34.48188018798828,36.878177642822266,40.024993896484375,43.416587829589844,44.271888732910156,46.2385139465332
0,-41,-95,14,30,106.8877944946289,103.3247299194336,105.418212890625,103.3247299194336,98.41239929199219,94.79451751708984,93.38094329833984,89.8276138305664,88.39117431640625,87.68124389648438,84.2199478149414,83.73768615722656,81.21575927734375,80.0,78.60025787353516,76.85050201416016,78.39005279541016,75.1797866821289,78.72102355957031,80.95677947998047,80.52949523925781,85.49269104003906,85.49269104003906,89.8888168334961,92.19544219970703,92.13577270507812,92.28217315673828,95.18928527832031,93.19334411621094,87.41853332519531,86.83317565917969,84.95881652832031,81.32035064697266,77.79460144042969,73.66138458251953,68.01470184326172,64.66065216064453,57.80138397216797,53.413482666015625,47.20169448852539,42.8018684387207,39.051246643066406,35.35533905029297,32.80244064331055,32.202484130859375,31.38471031188965,35.34119415283203,36.055511474609375,37.336307525634766,42.154476165771484,43.382022857666016,46.14108657836914
0,-41,-95,14,30,108.78418731689453,105.9480972290039,104.04325866699219,99.95999145507812,98.35140991210938,98.97979736328125,93.30059051513672,91.0933609008789,90.44335174560547,86.58522033691406,86.34812927246094,84.92938232421875,81.39410400390625,79.76214599609375,78.77182006835938,78.4091796875,77.05841827392578,77.0064926147461,78.025634765625,80.02499389648438,80.02499389648438,85.05292510986328,86.14522552490234,88.36288452148438,91.0878677368164,93.04837799072266,97.04637908935547,94.42987060546875,93.77099609375,88.95504760742188,87.09764862060547,86.58522033691406,81.32035064697266,76.216796875,75.3923110961914,69.07966613769531,65.39112854003906,59.03388977050781,54.58937454223633,48.764739990234375,44.283180236816406,38.4837646484375,35.11410140991211,32.98484420776367,32.38827133178711,32.06243896484375,34.0,38.0,39.0128173828125,41.1096076965332,45.0,47.16990661621094
0,-41,-95,14,30,106.89247131347656,104.06248474121094,105.9480972290039,100.5683822631836,101.2422866821289,95.5196304321289,96.5660400390625,91.54779815673828,88.23831176757812,87.46427917480469,86.53900909423828,84.5813217163086,80.05622863769531,79.64923095703125,77.89736938476562,78.77182006835938,77.42092895507812,78.00640869140625,79.8122787475586,80.80841827392578,82.32861328125,85.79627227783203,87.20664978027344,90.13877868652344,91.21403503417969,92.61749267578125,92.6552734375,94.15412902832031,91.78779602050781,91.7060546875,86.92525482177734,86.53900909423828,82.54090118408203,78.44743347167969,73.49829864501953,70.8307876586914,63.95310592651367,57.55866622924805,53.15073013305664,48.3735466003418,43.73785400390625,36.878177642822266,36.13862228393555,33.83784866333008,31.764760971069336,32.4499626159668,33.60059356689453,36.878177642822266,40.607879638671875,42.20189666748047,43.011627197265625,46.14108657836914
0,-41,-95,18,14,109.63575744628906,106.73799896240234,105.36128234863281,105.51303100585938,102.61579132080078,98.49365234375,96.5660400390625,91.48223876953125,91.48223876953125,88.54377746582031,86.37708282470703,85.61541748046875,82.85529327392578,81.39410400390625,80.05622863769531,79.75587463378906,80.4549560546875,77.38862609863281,81.02468872070312,81.60882568359375,82.20097351074219,86.83317565917969,87.61849212646484,90.90654754638672,92.61749267578125,93.60021209716797,94.03190612792969,94.15412902832031,95.77056121826172,90.78546142578125,90.07774353027344,88.95504760742188,83.16850280761719,79.55501556396484,73.97972869873047,70.8307876586914,66.0984115600586,60.8276252746582,54.33230972290039,48.3735466003418,42.42640686035156,39.051246643066406,36.68787384033203,34.539833068847656,31.764760971069336,31.62277603149414,34.20526123046875,38.41874694824219,39.051246643066406,42.01190185546875,42.8018684387207,47.70744323730469
0,-41,-95,18,14,109.22454071044922,107.05606079101562,108.57716369628906,104.48445129394531,102.17631530761719,99.35794067382812,97.30878448486328,93.50936126708984,92.09777069091797,88.39117431640625,87.69264221191406,85.04116821289062,84.50444030761719,82.00609588623047,80.60397338867188,80.21221923828125,79.92496490478516,77.69813537597656,82.36504364013672,83.24061584472656,86.35391998291016,87.6584243774414,88.56636047363281,92.30926513671875,93.471923828125,95.29428100585938,95.71833801269531,96.51942443847656,94.04785919189453,91.21403503417969,90.90654754638672,88.41380310058594,84.89994049072266,79.5110092163086,77.46611785888672,71.0633544921875,67.20118713378906,60.80295944213867,55.217750549316406,48.010414123535156,43.600460052490234,39.20458984375,36.769554138183594,33.970577239990234,34.4093017578125,32.75667953491211,34.885528564453125,38.4837646484375,39.39543151855469,43.46262741088867,44.72135925292969,47.16990661621094
0,-41,-95,14,30,104.7377700805664,104.7377700805664,102.53292083740234,102.59142303466797,97.67292022705078,95.52486419677734,93.38094329833984,89.80534362792969,88.39117431640625,84.89994049072266,83.54639434814453,81.05553436279297,81.21575927734375,78.60025787353516,78.23681640625,77.69813537597656,76.15773010253906,74.30342864990234,79.2022705078125,79.2022705078125,80.11241912841797,84.17243957519531,82.85529327392578,89.31964874267578,88.23831176757812,92.13577270507812,92.66067504882812,93.29522705078125,91.80958557128906,89.40357971191406,87.45856475830078,85.70297241210938,81.32035064697266,76.38062286376953,73.0,68.24954223632812,64.20280456542969,57.80138397216797,53.00943374633789,46.87216567993164,41.400482177734375,39.051246643066406,34.65544509887695,32.649654388427734,32.202484130859375,31.38471031188965,33.541019439697266,35.46829605102539,38.07886505126953,41.231056213378906,43.382022857666016,46.3249397277832
